labelpredict	labelreal	paragraph
0	0	You undertake any loss due to paying the Admission Fee through Informal Channels
0	0	For any Account found to pay through the Informal Channels, we reserve the right to reduce, suspend, alter, delete or terminate the Account, or its data; we also have the right to identify it as a fraud, in our sole discretion.
0	0	(a) Promotion Program
0	0	We may as a gesture of goodwill and in our sole discretion, in the light of our budgeted operation costs, allow you to use the Services with only the free game resource which shall refer to the basic game items and other items as we may decide from time to time in our sole discretion (âFree Game Resourceâ?
0	0	This promotion program is conducted by us at no charge and you agree and acknowledge that we are under no obligation to allow you access to the Free Game Resource and we may terminate this promotion program and/or any and all Services or your access thereto (subject to Clause 5(c)(ii)) at any time in our sole discretion, without any liability to you whatsoever.
0	0	(b) Pay the Admission Fee for permission to play the Premium Game ResourceThe payment of the Admission Fee shall be on the terms as set out in this Agreement, in particular, Clause 5(c)(i) and Clause 5(d) and not on a pre-paid advance basis
0	0	 In consideration of your payment of the Admission Fee, we shall offer to you a limited license to access to such Premium Game Resource as we may stipulate on the Web Site, from time to time
0	0	You may first be given an RAINBOW HORSE Points Card (the âPoints Cardâ? that represents a certain amount of RAINBOW HORSE Points which can be exchanged to other Premium Game Resource, such as RAINBOW HORSE Game points, RAINBOW HORSE Game currency, or RAINBOW HORSE Game Items for the Services
0	0	If you choose to pay by using Credit Cards, PayPal, Apple Pay, Google Play, and such other payment instruments and channels (such as through Facebook Credits) as we may permit from time to time, your payment will be processed by the relevant merchant service provider and/or other relevant third party
0	0	All parents and legal guardians are liable for any use of their credit cards and other payment instruments and channels by their child/ward
0	0	You agree to the terms of service and privacy policy of any third party that provide such payment channels or instruments that you choose to use.
0	0	If you select to play a Free Game Resource or Premium Game Resource (collectively, the âGame Resourceâ?, you agree that you have understood how the Game Resource is used in the Services and are fully responsible for all the consequences related to the use or transfer of such Game Resource.
0	0	Notwithstanding the terminology that you âbuyâ?or âearnâ?or âwinâ?or âtake possession ofâ?any Game Resource or that we have âdeliveredâ?to you any Game Resource including without limitation any virtual game currency or other similar terminology, you acknowledge that you do not actually own the virtual game items or any credit balance in real currency or its equivalent and are not entitled to reimbursement of or exchange for any âreal-worldâ?monies or monetary value
0	0	You agree that the Game Resource you access (and all underlying intellectual property) are properties of ours and what you obtain is merely a limited license to access such Game Resource in the Services in accordance with this Agreement
0	0	We also reserve the right to not grant access of the Game Resource to certain Users.
0	0	(c) Payment Term
0	0	(i) Cash On Delivery
0	0	Upon receiving your payment of the Admission Fee, we are obliged to display Services in accordance with Clause 5(c)(ii), and make delivery of the Premium Game Resource on a âCash-On-Deliveryâ?basis, and not on when-and-if-available basis (without prejudice to Clauses 11, 12, 13 and 16)
0	0	In this regard, the delivery of the Premium Game Resource has occurred when you first have taken possession of the RAINBOW HORSE Points Cards or any other Premium Game Resource (i.e
0	0	when this is first delivered to your Account) upon your payment of the Admission Fee, as we would grant you permission to play such Premium Game Resource from, and accordingly the Restricted Game Life (as defined below) commences from, your payment of the Admission Fee (subject to processing time)
0	0	You are encouraged to play the Premium Game Resource promptly and we shall not be liable to you in any manner (whether for the refund of the Admission Fee or otherwise) if you do not play the Premium Game Resource by the expiry of the Restricted Game Life (unless, and to such extent that, such failure to use is due to a breach by us of this Agreement).
0	0	Restricted Game Lifeâ?refers to the validity period of the Premium Game Resource pursuant to your payment of the Admission Fee, i.e
0	0	the period during which we have any obligations to you in relation to the Premium Game Resource and during which you are permitted to play the Premium Game Resource
0	0	The Restricted Game Life is a period of one (1) month commencing from the date of your payment of the Admission Fee
0	0	Upon the expiry of the Restricted Game Life, we no longer have any obligation to you and you shall have no rights to access the Premium Game Resource
0	0	Please also see the concessionary period for Services as stated in Clause 5(c)(ii) below.
0	0	(ii) One (1) month Concessionary period to continue displaying game
0	0	In this regard, you agree that we are only obliged to continue displaying Services for one (1) month from the date of your payment of the Admission Fee, which you agree is a reasonable validity period
0	0	Thereafter, you agree and acknowledge that we may terminate any and all Services or your access thereto at any time in our sole discretion, without any liability to you whatsoever.
0	0	For the avoidance of doubt, the foregoing is without prejudice to Clauses 11, 12, 13 and 16.
0	0	(iii) Discharge of obligation
0	0	You understand and agree that the performance by us of the various stages of the transactions as contemplated in this Agreement are completed and executed and all our obligations are discharged and extinguished upon the expiration of the one (1) month concessionary period.
0	0	Thus, in substance, economic reality, and substantive law, you have no further rights to demand to play and we have no further obligation to display any Services for using, upon the expiration of the one (1) month concessionary period.
0	0	For the avoidance of doubt, the foregoing is without prejudice to Clauses 11, 12, 13 and 16.
0	0	(d) Return Policy
0	0	 The payment of the Admission fee for permission to access the Premium Game Resource (including RAINBOW HORSE Points Card), on or through www.rhh5games.com, its related sub-domains, any merchant service provider and/or other third party platforms requires acceptance of the terms of service and privacy policy of such merchant service provider and/or third party platform prior to the use of such merchant service provider and/or third party platform (as the case may be)
0	0	The act of downloading, viewing, or using such payment channels and instruments constitutes acceptance of their terms of service and privacy policy
0	0	Upon the payment of the Admission Fee by you, you agree that no Premium Game Resource is eligible for return, and that the Admission Fee is not refundable, in whole or in part
0	0	You shall not be entitled to any concession in respect of this payment term
0	0	If any payment is disputed or charged back, the associated Account(s) or access through the associated Account(s) may be suspended, terminated, or other actions in our sole discretion, if any fraudulent activity is detected
0	0	(e) Security and Anti - Fraud
0	3	For security and anti-fraud purpose, we may require any User, whether prior to or after payment of the Admission Fee, to provide personal information 
1	1	such as name, address, phone number, social security number, and copy of picture ID.
0	0	 Users may also be required to write and sign a statement certifying that their purchases are authorized and legitimate
0	0	Failure to do so may result in suspension of the associated Account or of access through the associated Account.
0	0	TRADING AMONG USERS
0	0	All trading, sublicensing, renting, leasing, loaning, selling or transfers of Accounts, characters or Game Resource, including without limitation, trading of Account ID, Account Names, and all out-of-game transfers, are strictly prohibited
0	0	Further, any transactions in connection with the Game Resources or other Services amongst Users or provision of in-games services such as power-leveling for âreal-worldâ?payment or payment related to the Services is strictly prohibited
0	0	Unless other permitted by RAINBOW HORSE.
0	0	You shall not access or use any Account or Game Resource pursuant to any sublicense, rent, lease, loan, sale or prohibited transfer arrangement.
0	0	We are not responsible for any losses that occur, whether in relation to any trading activities
0	0	ANY AND ALL PROHIBITED CONDUCT MAY RESULT IN IMMEDIATE TERMINATION OF THE ACCOUNTS INVOLVED IN SUCH CONDUCT OR TRANSACTIONS OR TERMINATION OF ACCESS THROUGH ANY ACCOUNTS  INVOLVED IN SUCH CONDUCT OR TRANSACTIONS.
0	0	CONTENT AND USER CONDUCT
0	0	You acknowledge that: (i) by using the Software and the Services you will have access to graphics, sound effects, music, animation-style video and text (collectively, Content), and (ii) Content may be provided under license by independent content providers, including text contributions from other Users (all such independent content providers shall hereinafter be referred to as Content Providers)
0	0	We do not pre-screen Content as a matter of policy
0	0	We have the right, but not the obligation, to remove Content at any time at our sole discretion, in particular but without limitation any Content which we deem to be harmful, offensive, or otherwise in violation of this Agreement.
0	0	(b) Rights in Content
0	0	You acknowledge that we and Content Providers have rights in our respective Content under copyright and other applicable laws, and that you accept full responsibility and liability for your use of any Content in violation of any such rights
0	0	You agree that you will not use any Content other than in connection with using Services.
0	0	(c) User Content
0	0	Users can upload Content to our servers in various forms, such as in selections you make for Services and in bulletin boards and similar user-to-user areas
0	0	Unless specified otherwise in your transmission, by submitting your Content, you automatically grant (or you warrant that the owner of such Content has expressly granted) to us a royalty-free, perpetual, irrevocable, non-exclusive right and license to use, reproduce, modify, adapt, publish, translate, create derivative works from, distribute, perform and display such Content worldwide and/or to incorporate it in other works in any form, media, or technology now known or later developed
0	0	Other Users may use any Content you submit and we assume no responsibility for such use to any person, in particular, for any misuse or any compensation for any use
0	0	We hereby expressly reserve the right to limit our storage capacity for Usersâ?Content that you post on, through or in connection with the Services
0	0	We shall not be liable for any deletion or loss of any Content
0	0	You further agree that your Content may be deleted or removed by us at any time as we deem fit in our sole discretion.
0	0	(d) Prohibited Conduct
0	0	You agree not to: (i) upload, post, e-mail or otherwise transmit Content that infringes any third party rights; (ii) impersonate any person or entity, including, but not limited to, our employee, or falsely state or otherwise misrepresent your affiliation with a person or entity; (iii) engage in, facilitate and/or promote any conduct that violates any law or regulation (including without limitation to upload, post, e-mail or otherwise transmit Content that violates any law or regulation); (iv) upload, post, e-mail or otherwise transmit Content as determined by us in our sole discretion that is harmful, threatening, abusive, harassing, tortuous, defamatory, vulgar, obscene, libelous, invasive of another's privacy, hateful, or racially, ethnically or otherwise objectionable; or contains any viruses, Trojan horses, worms, time bombs, cancel bots or other computer programming routines that are intended to damage, detrimentally interfere with, surreptitiously intercept or expropriate any system, data or personal information; (v) upload, post, email or otherwise transmit any Content that you do not have a right to transmit under any law or under contractual or fiduciary relationships (such as inside information, proprietary and confidential information learned or disclosed as part of employment relationships or under nondisclosure agreements); (vi) upload, post, email or otherwise transmit any repetitive messages, unsolicited or unauthorized advertising, promotional materials, junk mailâ? spamâ? chain lettersâ? pyramid schemesâ? or any other form of solicitation; (vii) circumvent the security measures of, hack into, interfere with, overburden or otherwise disrupt any RAINBOW HORSE Games environment or the RAINBOW HORSE Games experience or otherwise any Services or any servers, networks, computer system, website, router or any other Internet connected device, or disobey any requirements, procedures, policies or regulations of networks connected to the Services; (viii) stalk or otherwise harass another user; (ix) collect, solicit, harvest, intercept, mine or manipulate personal information or other data from or through the Service; (x) intercept or manipulate any proprietary communications protocol; (xi) assist with the carrying out of the prohibited conduct described herein.
0	0	(e) Cheating and Hacking
0	0	To ensure fair play, you agree that you will not use or exploit any bugs, errors, or design flaws to obtain unauthorized access to the Service or to gain an unfair advantage over other players, or use or exploit of any cheating programs such as cheats, macros, bots, exploits, automation software, hacks, mods mouse simulators or unauthorised third party software etc., to use Services or otherwise modify or interfere with the Services or the RAINBOW HORSE Games experience
0	0	You shall not use these cheating programs or create or assist in the creation of cheating programs
0	0	In particular but without limitation, you agree not to use the Services to create or assist in the creation of cheats, macros, bots, exploits, automation software, hacks, mods mouse simulators or unauthorised third party software etc., to use the Services or otherwise modify or interfere with the Services or the RAINBOW HORSE Games experience
0	0	You further agree not to modify or caused to be modified any files that are part of the Services
0	0	Otherwise, we reserve the right to reduce, suspend, alter, delete or terminate your Account, or its data, in our sole discretion.
0	0	(f) Modification of the Software
0	0	All Users must use the Software provided by us
0	0	We periodically update the Apps and other Software, with or without notifying you and all Users are required to use the latest version of the Software
0	0	You agree that we may automatically upgrade the version of the Software that has been downloaded
0	0	You are strictly prohibited from modifying the Software.
0	0	(g) Exploitation of Program Bug
0	0	You are prohibited from exploiting any programming bugs in the Services, on the Web Site, and/or within our Services and system.
0	0	We have designed Services for use only as offered by us
0	0	You agree to use Services only as offered by us and not through any other means not approved by us
0	0	You further agree not to create or provide any other means through which Services may be played or accessed by others, such as through server simulators
0	0	You shall not attempt to gain unauthorized access to the Services, Accounts, or computers, servers or networks connected to the Services, including without limitation by circumventing, manipulating or modifying any technological or security measures, devices or Software.
0	0	You may not take any action which imposes an unreasonable or disproportionately large load on our infrastructure.
3	3	The personal information you provide us during registration is used for our internal purposes only
3	3	We use the information we have collected to learn what you like in order to improve the Service
0	0	Except as otherwise expressly permitted by this Agreement or as otherwise authorized by you, we will not give any of your personal information to any third party without your express approval
0	0	We do not guarantee the security of any of your private transmissions against unauthorized or unlawful interception or access by third parties
0	0	If you request any technical support, you consent to our remote accessing and review of the computer you load the Software onto for purposes of support and debugging
0	0	You agree that we may communicate with you via email and any similar technology for any purposes relating to the Services, the Software, and any services or software which may in the future be provided by us or on our behalf.
0	0	(b) We can (and you authorize us to) disclose any information about you to private entities, law enforcement agencies, or government officials, as we, in our sole discretion, believe necessary or appropriate for provision of the Services, to investigate or resolve possible problems or inquiries, for any legal process, for compliance with any laws or regulations, to enforce the terms of this Agreement or in our good faith belief that it would aid in protecting the rights, property or safety of any person.
0	0	(c) Your Account ID, profile picture, Character Name, and other details relating to your character in Services may be publicly available and disclosed in any event.
0	0	(d) Please also see our Privacy Policy
0	0	Registration data and other information collected about or from you are subject to our Privacy Policy, the terms of which are incorporated herein
0	0	You should review our Privacy Policy to better understand how we collect and use data about you.
0	0	USERS INTERACTIONS AND PARENTAL GUIDANCE
0	0	We reserve the right, but are not obligated, to monitor or be involved in disputes between Users
0	0	While we may choose to monitor and take action (such as reduce, suspend, remove, delete, migrate and administer your Account, or its data) upon inappropriate game play, chat or links to the Services, it is possible that at any time there may be language or other material accessible on or through the Services that may be inappropriate, in particular for children, or offensive to some Users of any age
0	0	We cannot ensure that other Users will not provide content or access to content that parents or guardians may find inappropriate or that any User may find objectionable
0	0	We do not as a matter of policy pre-screen the Content of the materials or communications transmitted by each User
0	0	You are solely responsible for the interactions with other Users
0	0	In the event of any dispute with any Users, you agree to waive any rights you may have against us and not assert any claim against us or any of our joint ventures, related corporations, shareholders, partners, affiliates, directors, officers, employees, agents or suppliers (collectively, the âRAINBOW HORSEâ? and shall release us and the rest of the RAINBOW HORSE from all damages, liabilities, losses, damages, judgments, claims, causes of action and expenses, including attorneyâs fees and costs and actual, special, incidental, punitive, exemplary and consequential damages for loss of profits, goodwill, use or data arising from such dispute.
0	0	INTERRUPTION OF SERVICES
0	0	(a) We reserve the right to interrupt the Services from time to time on a regularly scheduled basis or otherwise with or without prior notice in order to perform maintenance.
0	0	(b) You acknowledge that the Services may be interrupted for unforeseen circumstances or causes beyond our control, and we cannot guarantee that you will be able to access the Services or your Account whenever you may wish to do so
0	0	In any event, we shall not be liable for any interruption of the Services arising from unforeseen circumstances or causes beyond our reasonable control, including without limitation acts of God, acts or regulations of government, military authorities and political interferences with our activities, network, server or infrastructure failures or shortages of labour, fuel, energy or technological facilities.
0	0	(c) Notwithstanding any other provision in this Agreement, we shall not be obligated to refund any  portion of any Admission Fee or otherwise provide any compensation or have any liability by reason of any interruption of the Services  by reason of any of the circumstances described in Clause 11(a) or 11(b).
0	0	DISCLAIMER OF WARRANTIES
0	0	WE PROVIDE THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE AND ALL OTHER SERVICES ON AN AS IS BASIS, AND HEREBY EXPRESSLY DISCLAIM ALL WARRANTIES OR CONDITIONS OF ANY KIND, WRITTEN OR ORAL, EXPRESS, IMPLIED OR STATUTORY, INCLUDING WITHOUT LIMITATION ANY IMPLIED WARRANTY OF TITLE, NONINFRINGEMENT, MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE
0	0	WITHOUT LIMITING THE FOREGOING, WE DO NOT WARRANT OR REPRESENT THAT THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR OTHER SERVICES WILL MEET YOUR REQUIREMENTS, OR THAT THE OPERATION OF THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR OTHER SERVICES WILL BE UNINTERRUPTED, ERROR-FREE, CONTINUOUS, SECURE, VIRUS-FREE, OR THAT THE DEFECTS IN THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR OTHER SERVICES WILL BE CORRECTED
0	0	WE DO NOT WARRANT OR MAKE ANY REPRESENTATION REGARDING THE USE OR THE RESULTS OF THE USE OF THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR ANY OTHER SERVICES OR RELATED DOCUMENTATION IN TERMS OF THEIR CORRECTNESS, ACCURACY, QUALITY, RELIABILITY, APPROPRIATENESS FOR A PARTICULARLY TASK OR APPLICATION, OR OTHERWISE
0	0	NO ORAL OR WRITTEN INFORMATION OR ADVICE GIVEN BY US OR OUR AUTHORIZED REPRESENTATIVES SHALL CREATE A WARRANTY OR IN ANY WAY INCREASE THE SCOPE OF THIS WARRANTY
0	0	YOU ARE ENTIRELY RESPONSIBLE FOR AND ASSUME ALL RISK FOR USE OF THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE AND ALL OTHER SERVICES
0	0	YOU SHOULD NOT USE THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR ANY OTHER SERVICES IN HIGH-RISK ACTIVITIES WHERE SUBSTANTIAL DAMAGE COULD RESULT IF AN ERROR OCCURRED
0	0	WE DO NOT WARRANT OR REPRESENT THAT OUR SECURITY PROCEDURES WILL PREVENT THE LOSS OR IMPROPER ACCESS TO YOUR DATA
0	0	WE ARE NOT RESPONSIBLE FOR TRANSMISSION ERRORS OR CORRUPTION OR SECURITY OF INFORMATION CARRIED OVER TELECOMMUNICATION LINES OR FOR ANY FOUL/UNFAIR PLAY OR ANY BREACH OF THIS AGREEMENT BY ANY USER OR LOSS OF GAME RESOURCES OR RECORDS OR OTHER DATA (IN PARTICULAR BUT WITHOUT LIMITATION FOR LOSS OF GAME RESOURCES PURSUANT TO ANY PROHIBITED TRADING ACTIVITES).
0	0	IN THE EVENT THAT WE CHOOSE TO GRANT ANY AWARDS OR PRIZES (WHETHER PURSUANT TO ANY MARKETING ACTIVITIES OR EVENTS OR OTHERWISE), ANY AWARD OR PRIZE MAY BE SUBSTITUTED OR WITHHELD BY US FOR ANY REASON WHATSOEVER AS WE MAY DEEM FIT IN OUR SOLE DISCRETION
0	0	YOU FURTHER AGREE THAT IN THE EVENT OF ANY CONTROVERSY OR CONFLICT OR DISPUTE WITH REGARD TO THE AWARD OR PRIZE OR OTHER RESULTS OF ANY ACTIVITY OR EVENT (INCLUDING WITHOUT LIMITATION DUE TO AN ERROR IN THE SYSTEM DISPLAY), THE DECISION BY US AS TO THE AWARD OR PRIZE OR WHETHER THE SAME IS TO BE GRANTED OR OTHERWISE AS TO THE RESULTS OF ANY ACTIVITY OR EVENT SHALL BE FINAL.
0	0	LIMITATION OF LIABILITY
0	0	(a) THE MAXIMUM AMOUNT OF OUR TOTAL LIABILITY TO YOU FOR ALL DAMAGES, LOSSES, AND CAUSES OF ACTION (WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), OR OTHERWISE) SHALL NOT EXCEED THE TOTAL ADMISSION FEES PAID BY YOU TO US IN AND WITHIN THE SAME MONTH OF THE EVENT FROM WHICH SUCH LIABILITY ARISES
0	0	IN NO EVENT SHALL WE, OR ANY OF OUR JOINT VENTURES, RELATED CORPORATIONS, SHAREHOLDERS, PARTNERS, AFFILIATES, DIRECTORS, OFFICERS, EMPLOYEES, AGENTS OR SUPPLIERS, BE LIABLE TO YOU OR TO ANY THIRD PARTY FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR EXEMPLARY DAMAGES, INCLUDING WITHOUT LIMITATION, ANY DAMAGES FOR LOSS OF PROFITS, ARISING (WHETHER OR IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE) OUT OF OR IN CONNECTION WITH THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR ANY OTHER SERVICES OR THIS AGREEMENT, WHETHER OR NOT WE MAY HAVE BEEN ADVISED THAT ANY SUCH DAMAGES MIGHT OR COULD OCCUR.
0	0	(b) If you pay an Admission Fee for access to Premium Game Resource, you agree to release us and the RAINBOW HORSE from any and all liabilities related to your purchase and to your access, play and any other use of the Game Resource, except that we are responsible for delivering such Premium Game Resource to your Account and display the Services in accordance with Clause 5(c) but without prejudice to any of our rights under this Agreement or by law, in particular the provisions set out in clauses 11, 12, 13 and 16.
0	0	(c) You agree to release us and the RAINBOW HORSE from any and all liabilities related to any computer virus infection to your computer, whether it is through our server or third party activities.
0	0	(d) To the fullest extent permissible under any applicable law, unless otherwise expressly provided herein, you agree that we will not be held responsible or liable for anything that occurs or results from accessing or using the Services (including without limitation any loss, costs, damages, claims, actions or liability arising from any breach of this Agreement or other acts by any User or other person or any deletion or removal of any Content or from the use, access and using of the Services and Game Resources) and you agree to release us and/or the RAINBOW HORSE from, and waive and not assert any claims you may have against us and/or the RAINBOW HORSE under any law of every kind and nature, whether known or unknown, suspected or unsuspected, fixed or contingent, arising out of or in any way related to any of the Services.
0	0	(e) Notwithstanding any other provision in this Agreement, we shall not be liable for any delay or failure to perform any of our obligations under this Agreement or otherwise for any loss, costs, damages, claims, actions or liability arising from unforeseen circumstances or causes beyond our reasonable control, including without limitation acts of God, acts or regulations of government, military authorities and political interferences with our activities, network, server or infrastructure failures or shortages of labour, fuel, energy or technological facilities
0	0	Notwithstanding any other provision in this Agreement, we shall be excused from any delay or failure to perform arising from unforeseen circumstances or causes beyond our reasonable control and any such delay or failure shall not be a breach by us of our obligations under this Agreement.
0	0	(e) You agree that the disclaimers, limitation of liability, releases, waivers contained in this Agreement shall apply to the fullest extent permitted by any applicable law
0	0	If you are a California resident, you hereby waive your rights under the California Civil Code section 1542 that provides that a general release does not extend to claims which the creditor does not know or suspect to exist in his favour at the time of executing the release, which if known by him must have materially affected his settlement with the debtor
0	0	Residents of other jurisdictions waive any similar rights under applicable and/or analogous laws.
0	0	(f) Notwithstanding the foregoing, the exclusion of certain warranties or the limitation or exclusion of liability may not be permitted by relevant laws in certain instances
0	0	Therefore, some of the limitations herein may not apply to you
0	0	In particular, nothing herein shall affect the statutory rights granted to consumers or restrict any liability for death or personal injury arising from our negligence or fraud.
0	0	UNCENSORED INFORMATION AND THIRD PARTIES
0	0	Our linking to such third-party sites or tie-up with third parties for the provision of the Services does not imply an endorsement, guarantee, approval or sponsorship of such third parties, or the information, products or services offered by or through such third parties
0	0	We do not warrant that the third-party sites or their client programs will not contain viruses or otherwise impact your computer
0	0	In addition, we do not control in any respect any information, products or services that third parties may provide or their business practices and policies.
0	0	YOU UNDERSTAND THAT CONTENT AND MATERIALS ON THE INTERNET MAY BE CREATED AND MAINTAINED BY THIRD PARTIES (SUCH AS USER MESSAGE BOARD) AND THAT PORTIONS OF SUCH MATERIALS MAY BE SEXUALLY EXPLICIT, OBSCENE, OFFENSIVE, OR ILLEGAL.
0	0	IN NO EVENT SHALL WE BE LIABLE TO ANY PERSON OR ENTITY, EITHER DIRECTLY OR INDIRECTLY, WITH RESPECT TO THE CONDUCT OF ANY THIRD PARTY OR ANY MATERIALS, INFORMATION, PRODUCTS AND SERVICES FROM THIRD PARTIES, WHETHER SUCH THIRD PARTIES ARE OTHER USERS OR THIRD PARTY SERVICE PROVIDERS, VENDORS OR OPERATORS OF EXTERNAL SITES
0	0	YOU ASSUME TOTAL RESPONSIBILITY AND RISK FROM YOUR USE OF THE SERVICES AND INTERNET GENERALLY INCLDUING WITHOUT LIMITATION ANY OBLIGATIONS INCURRED IN YOUR DEALINGS WITH ANY THIRD PARTIES
0	0	WE DISCLAIM ANY AND ALL RESPONSIBILITY FOR CONTENT CONTAINED IN ANY THIRD PARTY MATERIALS PROVIDED THOUGH HYPERLINKS OR IN ANY OTHER FORMS AND ANY OTHER THIRD PARTY PRODUCTS AND SERVICES.
0	0	AT OUR REQUEST, YOU AGREE TO DEFEND, INDEMNIFY AND HOLD HARMLESS US, THE RAINBOW HORSE, OUR LICENSEES, DISTRIBUTORS, CONTENT PROVIDERS, AND OTHER USERS OF THE SERVICES, FROM ALL DAMAGES, LIABILITIES, LOSSES, DAMAGES, JUDGMENTS, CLAIMS, CAUSES OF ACTION, CLAIMS, AND EXPENSES, INCLUDING ATTORNEYS' FEES AND COSTS ON A FULL INDEMNITY BASIS, WHICH WE, THE RAINBOW HORSE, OUR LICENSEES, DISTRIBUTORS, CONTENT PROVIDERS, AND OTHER USERS MAY HEREAFTER INCUR, SUFFER, OR BE REQUIRED TO PAY, DEFEND, SETTLE (SUBJECT TO ANY LIMITATIONS SET FORTH IN THIS AGREEMENT), OR SATISFY AS A RESULT OR ARISING OUT OF YOUR USE OR MISUSE OF THE SOFTWARE, THE ACCOUNT, THE SERVICES, PROMOTION PROGRAM, FREE GAME RESOURCE, PREMIUM GAME RESOURCE OR ANY OTHER SERVICES OR ANY BREACH OF THIS AGREEMENT BY YOU.
0	0	YOU AGREE THAT WE SHALL NOT BE OBLIGED TO BUT SHALL BE ENTITLED TO, AT YOUR EXPENSE, ASSUME THE DEFENCE AND CONTROL OF ANY MATTER FOR WHICH YOU ARE REQUIRED TO INDEMNIFY US AND YOU AGREE TO PROVIDE YOUR FULL CO-OPERATION AND ASSITANCE IN ANY SUCH CLAIMS, ACTIONS OR PROCEEDIINGS.
0	0	(a) We may suspend your Account and/or access through your Account for an indefinite period of time, terminate your Account and/or access through your Account and/or terminate this Agreement (including your license to the Services, Software and other services) immediately and without notice if you breach this Agreement or any terms of service or privacy policy of any third party platform (such as Facebook or mobile platforms) or merchant service provider or if we, in our sole discretion, believe you to have willfully infringed any third party intellectual property rights, or if we are unable to verify or authenticate any information you provide to us, or upon Game play, chat or any user activity whatsoever which is, in our sole discretion, inappropriate, an abuse and/or in violation of the spirit of Services and other services (including without limitation the circumvention or manipulation of any term of this Agreement, in particular, the Rules of Conduct)
0	0	Notwithstanding any other provision under this Agreement, if the Services or your Account or your access through your Account is suspended, terminated or cancelled for any of the foregoing reasons or length of time or if we terminate this Agreement under any such circumstances, you will lose access to your Account, the Services and Services characters including all Game Resources whether Premium Game Resource or Free Game Resource, and we shall not have any obligation to refund any fees you paid or provide any other compensation for unused Premium Game Resources or otherwise  have any other liability to you whatsoever
0	0	We reserve the right to seek further legal remedies against you.
0	0	(b) Notwithstanding any other provision herein, you acknowledge that we further reserve the right to discontinue and terminate our promotion program as described in Clause 5(a) and/or any and all Services and other services or your access thereto and all Accounts (subject to Clause 5(c)(ii) but without prejudice to any other of our rights under this Agreement or by law, in particular the provisions set out in clauses 11, 12, 13 and 16) at any time in the light of our budgeted operation costs, and in such case, you will lose access to the Services characters including all Game Resources whether Premium Game Resource or Free Game Resource, and we shall not have any obligation to refund any fees you paid or provide any other compensation for unused Premium Game Resources or otherwise have any other liability whatsoever to you.
0	0	(c) You acknowledge that we reserve the right to take action (in our sole discretion) including but without limitation, to maintain, manage, consolidate, switch, migrate, terminate, dispose, reduce, suspend, disclose, alter and administer your Account or Account ID, to delete, remove, suspend, disclose, change or alter your data, or to interrupt, suspend or terminate our Services to you, without prior notice, if you violated any term of this Agreement.
0	0	CHOICE OF LAW AND VENUE
0	0	This Agreement is governed by and shall be construed and enforced under the laws of HongKong, without applying any conflicts of law principles that would require application of the law of any other jurisdiction.You agree to the personal exclusive jurisdiction in HongKong.
0	0	In the event of any dispute arising out of or in connection with this Agreement, including any question regarding its existence, validity or termination, (a âDisputeâ?, we strongly encourage that a resolution first be sought through our Customer Support service.
0	0	You agree that in the event that a resolution is not obtained through our Customer Support service, such Dispute shall be referred by you and may be referred by us to and finally resolved by arbitration in HongKong in accordance with the Arbitration Rules of the Hong Kong International Arbitration Centre (HKIAC Rules) for the time being in force, which rules are deemed to be incorporated by reference in this clause
0	0	The Tribunal shall consist of three (3) arbitrators, with you appointing one (1) arbitrator and us appointing one (1) arbitrator and the third arbitrator to be selected by the two (2) arbitrators so appointed
0	0	The language of the arbitration shall be English.
0	0	Notwithstanding any of the foregoing, you agree that we are entitled to submit such Dispute for resolution through any other dispute resolution mechanism including the courts of any jurisdiction and we shall further be entitled to seek any injunctive or other equitable relief in the event of any breach or anticipatory breach by you, without any obligations of providing any bond or surety or proof of damages.
0	0	You irrevocably waive all rights to seek any injunctive or other equitable relief or to enjoin or restrain the operation or exploitation of the Services or any part thereof
0	0	You further irrevocably waive all rights to a class or representative action or as a named or unnamed member in a class, consolidated, representative or private attorney general action.
0	0	If we should at any time choose to provide you with a translation of the English language version of this Agreement, you agree that such translation is provided for your information only and does not amend this English version
